isin,wkn,ticker,valor,name,index,inception_date,age_in_days,age_in_years,strategy,domicile_country,currency,hedged,securities_lending,dividends,ter,replication,size,is_sustainable,number_of_holdings,yesterday,last_week,last_month,last_three_months,last_six_months,last_year,last_three_years,last_five_years,2023,2022,2021,2020,last_dividends,last_year_dividends,last_year_volatility,last_three_years_volatility,last_five_years_volatility,last_year_return_per_risk,last_three_years_return_per_risk,last_five_years_return_per_risk,max_drawdown,last_year_max_drawdown,last_three_years_max_drawdown,last_five_years_max_drawdown,asset,instrument,region,exchange
LU0328474803,DBX1A2,DX2S,3614418,Xtrackers S&P/ASX 200 UCITS ETF 1D,S&P/ASX 200,2008-01-17,5882,16.115068493150684,Long-only,Luxembourg,AUD,False,True,Distributing,0.5,Full replication,56,False,200,-2.28,-1.59,0.13,7.97,9.03,0.6,13.89,38.54,7.83,-2.01,18.66,1.51,1.75,1.72,15.27,17.0,21.2,0.04,0.26,0.32,-55.9,-11.06,-18.48,-44.23,,,,
IE00BLH3CV30,A3CUJ9,YODA,111463435,HANetf Procure Space UCITS ETF Acc,S-Network Procure Space,2021-06-01,998,2.734246575342466,Long-only,Ireland,USD,False,False,Accumulating,0.75,Full replication,11,False,34,-7.71,-3.1,-2.4,5.71,-6.65,-19.25,,,-7.16,-23.01,,,,,21.69,,,-0.89,,,-46.34,-25.79,,,,,,
BGSKSAX04187,A2JB7H,SK9A,,Expat Slovakia SAX UCITS ETF,SAX,2018-02-05,2210,6.054794520547945,Long-only,Bulgaria,EUR,False,False,Accumulating,1.38,Full replication,0,False,1,-1.69,0.0,0.0,-1.69,-3.33,-3.33,-30.12,-34.09,-3.28,-24.69,0.0,-7.95,,,28.87,19.13,17.17,-0.12,-0.59,-0.47,-43.0,-12.31,-33.72,-39.36,,,,
BGSLOBI02187,A2JB7F,SLQX,,Expat Slovenia SBI TOP UCITS ETF,SBI TOP,2018-02-05,2210,6.054794520547945,Long-only,Bulgaria,EUR,False,False,Accumulating,1.38,Full replication,3,False,7,12.69,2.03,10.22,17.05,22.76,19.84,58.95,73.56,16.52,-9.45,41.11,-4.26,,,12.84,16.3,16.29,1.55,1.02,0.72,-35.19,-8.27,-23.53,-30.0,,,,
LU0950670777,A1W25W,F1ESGA,118194065,UBS ETF (LU) SBI Foreign AAA-BBB 1-5 ESG UCITS ETF (CHF) A-acc,SBI® ESG Foreign AAA-BBB 1-5,2022-10-07,505,1.3835616438356164,Long-only,Luxembourg,CHF,False,False,Accumulating,0.2,Sampling,87,True,274,-2.52,-0.23,-0.16,2.74,3.24,6.96,,,10.28,,,,,,5.49,,,1.27,,,-2.98,-2.98,,,,,,
LU0879397742,A1H9GF,UEFY,20557004,UBS ETF (LU) SBI Foreign AAA-BBB 1-5 ESG UCITS ETF (CHF) A-dis,SBI® ESG Foreign AAA-BBB 1-5,2013-07-30,3861,10.578082191780823,Long-only,Luxembourg,CHF,False,False,Distributing,0.2,Sampling,381,True,274,-2.35,0.08,-0.08,2.65,2.48,7.55,10.63,14.84,10.27,-2.43,3.97,0.18,1.23,1.31,5.52,6.39,5.82,1.37,0.54,0.48,-19.45,-2.98,-7.38,-7.38,,,,
LU0879399441,A1H9GG,UEFZ,20557019,UBS ETF (LU) SBI Foreign AAA-BBB 5-10 ESG UCITS ETF (CHF) A-dis,SBI® ESG Foreign AAA-BBB 5-10,2013-07-30,3861,10.578082191780823,Long-only,Luxembourg,CHF,False,False,Distributing,0.2,Sampling,403,True,125,-2.69,0.29,0.22,3.32,3.7,9.7,6.54,11.81,14.05,-8.69,2.96,0.89,1.05,1.14,7.13,8.21,7.4,1.36,0.26,0.3,-19.7,-3.8,-13.96,-14.27,,,,
IE00BDBRDZ63,A2H8W7,PHEF,39571912,Morgan Stanley Scientific Beta HFE Pacific ex-Jap Equity 6F EW UCITS ETF,Scientific Beta Developed Asia-Pacific ex-Japan HFI Multi-Beta Multi-Strategy Six-Factor Equal Weight Market Beta Adjusted,2017-12-08,2269,6.2164383561643834,Long-only,Ireland,EUR,False,False,Accumulating,0.3,Swap based Unfunded,0,False,,0.94,0.12,3.7,7.91,6.95,-2.42,5.88,6.51,0.14,1.01,9.23,-10.46,,,13.96,14.77,18.14,-0.17,0.13,0.07,-45.02,-12.84,-19.2,-45.02,,,,
IE00BDBRDV26,A2H8W3,EHEF,39562345,Morgan Stanley Scientific Beta HFE Europe Equity 6F EW UCITS ETF,Scientific Beta Developed Europe HFI Multi-Beta Multi-Strategy Six-Factor EW Market Beta Adjusted,2017-12-05,2272,6.2246575342465755,Long-only,Ireland,EUR,False,False,Accumulating,0.3,Swap based Unfunded,18,False,,2.74,1.26,3.78,7.79,10.49,10.3,23.09,42.22,16.96,-14.77,24.01,-2.12,,,10.88,14.62,17.72,0.95,0.49,0.41,-37.89,-7.26,-25.0,-37.89,,,,
LU1602145119,A2DR4K,SM8T,36815445,Amundi Index Equity Global Multi Smart Allocation Scientific Beta UCITS ETF DR EUR (C),Scientific Beta Developed Multi Beta Multi-Strategy Equal-Weight,2017-04-20,2501,6.852054794520548,Long-only,Luxembourg,EUR,False,True,Accumulating,0.4,Full replication,34,False,1108,4.76,1.0,3.18,10.1,10.82,10.55,28.98,47.59,9.69,-9.1,28.15,-2.51,,,9.69,12.57,16.62,1.09,0.7,0.49,-36.5,-7.34,-14.39,-36.5,,,,
LU1602145200,A2DR4L,SMRG,36815452,Amundi Index Equity Global Multi Smart Allocation Scientific Beta UCITS ETF DR USD,Scientific Beta Developed Multi Beta Multi-Strategy Equal-Weight,2018-02-14,2201,6.03013698630137,Long-only,Luxembourg,USD,False,True,Accumulating,0.4,Full replication,3,False,1108,3.56,0.19,2.96,9.62,10.91,9.57,26.67,46.56,9.6,-9.41,29.04,-2.71,,,10.62,13.97,17.47,0.9,0.59,0.45,-36.6,-6.68,-14.47,-36.6,,,,
IE00BDBRDX40,A2H8W5,EMHF,39562206,Morgan Stanley Scientific Beta HFE EM Equity 6F EW UCITS ETF,Scientific Beta Emerging ex-India HFI Multi-Beta Multi-Strategy Six-Factor EW Market Beta Adjusted,2017-12-06,2271,6.221917808219178,Long-only,Ireland,EUR,False,False,Accumulating,0.3,Swap based Unfunded,1,False,,3.62,1.47,8.31,7.29,8.31,10.39,10.1,10.75,12.96,-8.98,12.96,-8.78,,,13.98,16.13,18.02,0.74,0.2,0.11,-37.43,-9.79,-17.29,-37.43,,,,
IE00BDBRDY56,A2H8W6,JHEF,39571871,Morgan Stanley Scientific Beta HFE Japan Equity 6F EW UCITS ETF,Scientific Beta Japan HFI Multi-Beta Multi-Strategy Six Factor EW Market Beta Adjusted,2017-12-07,2270,6.219178082191781,Long-only,Ireland,EUR,False,False,Accumulating,0.3,Swap based Unfunded,0,False,,7.71,1.83,2.99,10.0,10.99,20.86,20.19,25.31,15.17,-6.32,9.36,-7.31,,,17.1,17.65,18.81,1.22,0.36,0.25,-30.46,-9.11,-19.32,-30.46,,,,
IE00BDBRDW33,A2H8W4,USHF,39571933,Morgan Stanley Scientific Beta HFE US Equity 6F EW UCITS ETF,Scientific Beta United States HFI Multi Beta Multi Six Factor EW Market Beta Adjusted,2017-12-06,2271,6.221917808219178,Long-only,Ireland,EUR,False,False,Accumulating,0.3,Swap based Unfunded,3,False,,7.41,1.19,4.01,12.93,13.67,13.5,40.78,66.72,9.45,-8.35,38.0,-3.81,,,14.52,18.69,23.08,0.93,0.65,0.47,-41.03,-9.17,-17.01,-41.03,,,,
IE00BKKLKJ11,A2PYX6,USUF,52592965,Morgan Stanley Scientific Beta HFI US Equity 6F EW (USD) UCITS ETF,Scientific Beta United States HFI Multi Beta Multi Six Factor EW Market Beta Adjusted,2020-02-11,1474,4.038356164383561,Long-only,Ireland,USD,False,False,Accumulating,0.3,Swap based Unfunded,4,False,,6.53,1.22,4.29,12.65,13.07,13.82,36.81,,10.33,-10.33,37.1,,,,14.21,19.27,,0.97,0.57,,-41.86,-8.64,-17.93,,,,,
LU2611732475,ETF195,C005,130419824,Amundi SDAX UCITS ETF Dist,SDAX®,2023-12-07,79,0.21643835616438356,Long-only,Luxembourg,EUR,False,True,Distributing,0.7,Full replication,131,False,70,-1.67,-1.01,1.06,7.21,7.81,10.7,2.55,47.96,5.76,-4.38,-8.02,15.67,2.35,2.54,24.74,30.31,36.8,0.43,0.03,0.22,-79.67,-25.19,-40.58,-40.58,Equity,ETF,,XETRA
CH0568452707,A3GR91,SETS,56845270,SEBA Crypto Asset Select Index ETP,SEBA Crypto Asset Select,2020-11-18,1193,3.2684931506849315,Long-only,Switzerland,USD,False,False,Accumulating,1.5,Physically backed,30,False,,9.95,-2.41,26.63,39.1,97.02,67.0,6.33,,134.94,-72.11,215.96,,,,44.15,67.12,,1.52,0.03,,-80.7,-28.76,-80.7,,,,,
LU0832436512,LYX0PP,LGQI,19569782,Amundi Global Equity Quality Income UCITS ETF Dist,SG Global Quality Income,2012-09-25,4169,11.421917808219177,Long-only,Luxembourg,EUR,False,False,Distributing,0.45,Swap based Unfunded,76,False,,1.88,0.74,1.11,4.8,6.78,4.07,28.22,26.42,5.6,1.87,19.64,-11.04,4.47,4.45,8.02,9.11,13.31,0.51,0.95,0.36,-33.79,-5.13,-13.37,-33.79,,,,
IE0007WMHDE3,A3EB32,ASWA,,HANetf European Green Deal UCITS ETF Acc,SGI European Green Deal ESG Screened,2023-07-24,215,0.589041095890411,Long-only,Ireland,EUR,False,False,Accumulating,0.6,Full replication,52,True,51,-7.8,-1.13,0.43,0.43,-4.65,,,,,,,,,,,,,,,,-18.62,,,,,,,
LU1287022708,LYX0V7,LGQM,31171253,Amundi Pan Africa UCITS ETF Acc,SGI Pan Africa,2008-09-12,5643,15.46027397260274,Long-only,Luxembourg,EUR,False,False,Accumulating,0.85,Swap based Unfunded,34,False,,-3.16,-5.41,-5.09,-1.95,-4.35,-1.61,-4.25,-8.34,1.26,-7.51,9.12,-6.58,,,14.37,16.85,19.44,-0.11,-0.09,-0.09,-56.84,-11.27,-25.0,-42.65,,,,
LU1079842321,A116QX,EUPE,26560870,Ossiam Shiller Barclays CAPE® Europe Sector Value TR UCITS ETF 1C (EUR),Shiller Barclays CAPE® Europe Sector Value,2014-12-30,3343,9.158904109589042,Long-only,Luxembourg,EUR,False,False,Accumulating,0.65,Swap based,166,False,,2.37,1.1,3.94,6.2,7.87,8.4,32.41,61.94,13.4,-6.56,25.64,2.81,,,10.52,13.44,16.96,0.8,0.73,0.6,-33.03,-9.28,-15.0,-33.03,,,,
LU2555926455,A3D17C,EUPB,124050342,Ossiam Shiller Barclays CAPE Global Sector Value UCITS ETF 1C (EUR),Shiller Barclays CAPE® Global Sector,2022-12-21,430,1.178082191780822,Long-only,Luxembourg,EUR,False,False,Accumulating,0.65,Swap based,3,False,,4.41,0.97,4.2,8.46,10.17,10.84,,,12.63,,,,,,11.24,,,0.96,,,-7.42,-6.73,,,,,,
LU2555926372,A3D17B,EUPA,124050312,Ossiam Shiller Barclays CAPEÂ® Global Sector Value UCITS ETF 1C (USD),Shiller Barclays CAPE® Global Sector,2022-12-21,430,1.178082191780822,Long-only,Luxembourg,USD,False,False,Accumulating,0.65,Swap based,22,False,,4.37,0.95,4.17,8.36,10.15,11.17,,,12.64,,,,,,10.69,,,1.04,,,-7.35,-6.72,,,,,,
LU1079841273,A116QV,USCP,28600002,Ossiam Shiller Barclays CAPE® US Sector Value TR UCITS ETF 1C (EUR),Shiller Barclays CAPE® US Sector Value,2015-06-22,3169,8.682191780821919,Long-only,Luxembourg,EUR,False,False,Accumulating,0.65,Swap based,758,False,,5.68,1.06,4.39,10.16,11.54,19.54,52.57,107.34,23.81,-9.88,36.91,8.98,,,13.77,18.32,21.95,1.42,0.83,0.71,-34.48,-8.7,-18.1,-34.48,,,,
LU1079841513,A116QW,CAPU,28598441,Ossiam Shiller Barclays CAPE® US Sector Value TR UCITS ETF 1C (USD),Shiller Barclays CAPE® US Sector Value,2015-06-22,3169,8.682191780821919,Long-only,Luxembourg,USD,False,False,Accumulating,0.65,Swap based,2548,False,,5.65,1.03,4.35,10.08,11.5,19.46,52.13,106.73,23.76,-9.94,37.27,8.74,,,13.79,18.18,21.97,1.41,0.83,0.71,-34.57,-8.7,-18.13,-34.57,,,,
LU1446552652,A2ANVS,CAPH,36681110,Ossiam Shiller Barclays CAPE® US Sector Value TR UCITS ETF 1C (EUR Hedged),Shiller Barclays CAPE® US Sector Value (EUR Hedged),2017-05-03,2488,6.816438356164384,Long-only,Luxembourg,EUR,True,False,Accumulating,0.65,Swap based,310,False,,1.84,0.54,2.75,8.01,9.38,16.93,24.79,72.07,24.1,-18.08,25.76,15.85,,,15.17,20.12,22.64,1.12,0.38,0.51,-35.46,-12.57,-22.79,-35.46,,,,
IE00B43VDT70,A1KX35,8PSB,12892614,Invesco Physical Silver,Silver,2011-04-13,4700,12.876712328767123,Long-only,Ireland,USD,False,False,Accumulating,0.19,Physically backed,154,False,,-1.99,-2.18,2.7,-3.07,-6.09,4.72,-7.43,48.57,-4.19,9.81,-5.68,33.76,,,24.3,25.59,28.04,0.19,-0.1,0.29,-67.4,-15.57,-27.79,-36.7,,,,
IE00B4NCWG09,A1KWPR,PPFD,12881547,iShares Physical Silver ETC,Silver,2011-04-08,4705,12.89041095890411,Long-only,Ireland,USD,False,False,Accumulating,0.2,Physically backed,477,False,,-2.04,-2.28,2.65,-3.12,-6.14,4.67,-7.52,48.09,-4.19,9.81,-5.69,33.7,,,24.44,25.61,27.51,0.19,-0.1,0.3,-67.82,-15.57,-27.77,-37.87,,,,
JE00B1VS3333,A0N6XJ,VZLC,,WisdomTree Physical Silver,Silver,2007-04-24,6150,16.84931506849315,Long-only,Jersey,USD,False,False,Accumulating,0.49,Physically backed,1098,False,,-2.12,-2.26,2.64,-3.19,-6.23,4.35,-8.31,46.46,-4.52,9.54,-5.9,33.42,,,24.34,25.73,27.59,0.18,-0.11,0.29,-68.15,-15.52,-27.88,-37.85,,,,
DE000A2T0VS9,A2T0VS,XSLR,,Xtrackers IE Physical Silver ETC Securities,Silver,2020-04-29,1396,3.824657534246575,Long-only,Ireland,USD,False,False,Accumulating,0.2,Physically backed,96,False,,-1.72,-2.19,2.43,-3.0,-5.63,4.51,-7.21,,-4.25,10.75,-6.09,,,,22.46,24.04,,0.2,-0.1,,-27.86,-15.98,-27.33,,,,,
DE000A1E0HS6,A1E0HS,XAD6,11660928,Xtrackers Physical Silver ETC (EUR),Silver,2010-08-27,4929,13.504109589041096,Long-only,Jersey,USD,False,False,Accumulating,0.4,Physically backed,206,False,,-1.83,-2.2,2.35,-3.1,-5.81,4.22,-7.91,47.25,-4.46,10.55,-6.25,33.75,,,22.33,23.97,26.23,0.19,-0.11,0.31,-67.75,-16.06,-27.42,-37.24,,,,
DE000A2UDH55,A2UDH5,XSLE,,Xtrackers IE Physical Silver EUR Hedged ETC Securities,Silver (EUR Hedged),2020-05-21,1374,3.7643835616438355,Long-only,Ireland,EUR,True,False,Accumulating,0.73,Physically backed,31,False,,-4.27,-1.8,1.95,-4.58,-7.55,2.93,-25.59,,-4.85,0.27,-15.3,,,,25.02,26.45,,0.12,-0.35,,-42.46,-20.74,-39.35,,,,,
DE000A1EK0J7,A1EK0J,XAD2,11425423,Xtrackers Physical Silver EUR Hedged ETC,Silver (EUR Hedged),2010-06-15,5002,13.704109589041096,Long-only,Jersey,EUR,True,False,Accumulating,0.75,Physically backed,117,False,,-4.26,-1.82,1.94,-4.51,-7.41,3.32,-24.75,21.66,-4.32,0.86,-15.23,43.28,,,25.19,26.35,28.25,0.13,-0.34,0.14,-80.58,-20.71,-38.87,-41.36,,,,
DE000ETC0746,ETC074,SGS5,,SG ETC Silver Futures-Kontrakt,Silver Future,2022-12-09,442,1.210958904109589,Long-only,Germany,EUR,False,False,Accumulating,1.0,Swap based,,False,,-2.02,-2.43,2.33,-3.55,,,,,,,,,,,,,,,,,-13.07,,,,,,,
GB00B15KY328,A0KRK2,OD7N,,WisdomTree Silver,Silver Future,2006-09-27,6359,17.421917808219177,Long-only,Jersey,USD,False,False,Accumulating,0.49,Swap based,45,False,,-2.16,-2.26,2.66,-3.51,-6.74,3.42,-12.08,33.02,-5.7,7.2,-5.9,29.01,,,24.83,26.85,31.76,0.14,-0.16,0.18,-72.98,-16.54,-29.58,-39.94,,,,
JE00B5SV2703,A1NZLG,00XR,,WisdomTree Silver - EUR Daily Hedged,Silver Future (EUR Hedged),2012-07-06,4250,11.643835616438356,Long-only,Jersey,EUR,True,False,Accumulating,0.49,Swap based,27,False,,-4.34,-1.98,2.06,-4.8,-7.89,2.58,-27.42,11.2,-5.25,-2.23,-14.34,37.27,,,25.7,27.33,31.75,0.1,-0.37,0.07,-74.77,-21.24,-41.08,-45.13,,,,
DE0005933964,593396,EXI1,1210415,iShares SLI UCITS ETF (DE),SLI®,2001-03-22,8374,22.942465753424656,Long-only,Germany,CHF,False,False,Distributing,0.51,Full replication,361,False,30,2.09,1.1,4.82,10.0,8.25,10.8,31.31,68.96,17.23,-15.59,31.24,4.81,1.3,1.42,11.61,14.1,16.23,0.93,0.67,0.68,-49.53,-10.32,-20.1,-30.96,,,,
LU0322248146,DBX1AA,DXS0,3613620,Xtrackers SLI UCITS ETF 1D,SLI®,2008-01-25,5874,16.09315068493151,Long-only,Luxembourg,CHF,False,True,Distributing,0.25,Full replication,235,False,30,2.07,1.04,4.77,10.02,8.32,10.95,31.83,70.09,17.46,-15.5,31.34,5.05,1.64,1.79,11.67,14.07,16.23,0.94,0.69,0.69,-43.37,-10.27,-20.18,-30.97,,,,
BG9000011163,A2ARPV,BGX,,Expat Bulgaria SOFIX UCITS ETF,SOFIX,2017-06-24,2436,6.673972602739726,Long-only,Bulgaria,BGN,False,False,Accumulating,1.3,Full replication,4,False,10,7.27,1.72,0.0,5.36,7.27,25.53,40.48,11.32,17.02,-7.84,30.77,-22.0,,,17.69,18.51,18.44,1.44,0.65,0.12,-48.53,-6.12,-16.98,-35.19,,,,
IE000GSIFIB0,A3EQR7,C71P,128355911,Global X 1-3 Month T-Bill UCITS ETF USD Accumulating,Solactive 1-3 month US T-Bill,2023-12-06,80,0.2191780821917808,Long-only,Ireland,USD,False,False,Accumulating,0.07,Full replication,20,False,16,2.86,-0.43,0.86,,,,,,,,,,,,,,,,,,-2.94,,,,,,,
IE000EBFYWX3,A3E40S,KROP,116358410,Global X AgTech and Food Innovation UCITS ETF USD Accumulating,Solactive AgTech and Food Innovation,2022-02-15,739,2.0246575342465754,Long-only,Ireland,USD,False,False,Accumulating,0.5,Full replication,2,False,28,-0.37,-0.37,3.23,4.58,-4.19,-32.77,,,-25.37,,,,,,17.84,,,-1.84,,,-49.02,-37.67,,,,,,
IE00BNTVVR89,A3CPAP,ZSG0,111372653,HANetf AuAg ESG Gold Mining UCITS ETF,Solactive AuAg ESG Gold Mining,2021-07-02,967,2.649315068493151,Long-only,Ireland,USD,False,False,Accumulating,0.6,Full replication,29,True,29,-19.66,-3.17,-11.43,-14.36,-13.93,-12.77,,,1.89,-3.94,,,,,27.23,,,-0.47,,,-39.34,-30.47,,,,,,
IE00BMH5YR69,A2QPBY,DR7E,113662012,Global X Autonomous & Electric Vehicles UCITS ETF USD Accumulating,Solactive Autonomous & Electric Vehicles,2021-11-16,830,2.2739726027397262,Long-only,Ireland,USD,False,True,Accumulating,0.5,Full replication,10,False,75,-2.55,-1.66,1.91,4.09,-2.29,0.28,,,21.08,-29.55,,,,,18.8,,,0.01,,,-34.25,-22.3,,,,,,
IE00BMH5YS76,A2QR38,DRVG,114924884,Global X Autonomous & Electric Vehicles UCITS ETF USD Distributing,Solactive Autonomous & Electric Vehicles,2021-11-16,830,2.2739726027397262,Long-only,Ireland,USD,False,True,Distributing,0.5,Full replication,1,False,75,-2.75,-1.88,1.65,3.67,-2.48,-0.83,,,20.24,-29.64,,,0.57,0.57,18.87,,,-0.04,,,-34.1,-22.29,,,,,,
IE00BF0M2Z96,A2H5GK,BATE,40032911,L&G Battery Value-Chain UCITS ETF,Solactive Battery Value-Chain,2018-01-23,2223,6.090410958904109,Long-only,Ireland,USD,False,False,Accumulating,0.49,Full replication,650,False,31,-1.73,-0.26,6.47,3.24,-7.83,-8.66,5.81,111.03,4.36,-8.63,25.52,64.48,,,15.82,17.76,20.11,-0.55,0.11,0.8,-36.63,-23.69,-23.69,-36.63,,,,
IE000XAGSCY5,A3E40R,BLCH,116270760,Global X Blockchain UCITS ETF USD Accumulating,Solactive Blockchain,2022-01-21,764,2.0931506849315067,Long-only,Ireland,USD,False,False,Accumulating,0.5,Full replication,13,False,19,-2.18,-12.01,40.66,65.5,64.15,117.25,,,253.65,,,,,,70.16,,,1.67,,,-83.68,-46.49,,,,,,
IE0007HKA9K1,A3ECMJ,TOPB,126352966,L&G Global Brands UCITS ETF USD Acc,Solactive BrandFinance Global Brands,2023-09-21,156,0.4273972602739726,Long-only,Ireland,USD,False,False,Accumulating,0.39,Full replication,7,True,81,11.4,1.69,7.64,13.73,,,,,,,,,,,,,,,,,-5.41,,,,,,,
JE00BNG8LN89,A3G4JY,WCCA,,WisdomTree California Carbon,Solactive California Carbon Rolling Futures,2023-04-14,316,0.8657534246575342,Long-only,Jersey,USD,False,False,Accumulating,0.49,Swap based,2,False,,5.19,-0.03,0.27,4.92,13.88,,,,,,,,,,,,,,,,-5.2,,,,,,,
LU1603790731,A2DTUU,IQEC,37332247,IndexIQ Factors Sustainable Corporate Euro Bond UCITS ETF,Solactive Candriam Factors Sustainable Corporate Euro Bond,2017-06-28,2432,6.663013698630137,Long-only,Luxembourg,EUR,False,False,Distributing,0.3,Sampling,79,True,365,-0.88,-0.08,0.17,2.39,4.19,5.16,-5.48,-3.65,6.62,-9.99,-1.06,0.5,0.55,0.57,3.79,3.49,3.23,1.36,-0.53,-0.23,-13.04,-1.38,-12.91,-13.04,,,,
LU1603797074,A2DTU2,IQMU,37332253,IndexIQ Factors Sustainable EMU Equity UCITS ETF,Solactive Candriam Factors Sustainable EMU Equity,2017-06-28,2432,6.663013698630137,Long-only,Luxembourg,EUR,False,False,Accumulating,0.25,Full replication,2,True,134,2.53,1.67,4.35,7.87,7.9,6.76,27.64,45.94,16.36,-10.02,23.38,-1.92,,,12.19,14.89,18.48,0.55,0.57,0.42,-38.81,-10.97,-22.81,-38.81,,,,
LU1603795458,A2DTUZ,IQEE,37332020,IndexIQ Factors Sustainable Europe Equity UCITS ETF,Solactive Candriam Factors Sustainable Europe Equity,2017-06-28,2432,6.663013698630137,Long-only,Luxembourg,EUR,False,False,Accumulating,0.25,Full replication,175,True,259,1.56,1.65,3.29,7.44,7.98,6.28,24.88,47.57,15.36,-11.05,25.34,-1.0,,,11.16,13.91,17.57,0.56,0.55,0.46,-36.82,-9.64,-22.08,-36.82,,,,
LU1603797587,A2DTU5,IQJP,37342753,IndexIQ Factors Sustainable Japan Equity UCITS ETF,Solactive Candriam Factors Sustainable Japan Equity,2017-06-28,2432,6.663013698630137,Long-only,Luxembourg,EUR,False,False,Accumulating,0.3,Full replication,119,True,143,5.22,0.67,2.15,8.2,13.58,18.24,21.07,39.88,16.15,-6.1,13.25,-3.55,,,14.57,14.97,15.85,1.25,0.44,0.44,-25.91,-7.81,-14.65,-25.91,,,,
LU1603795292,A2DTUX,IQEG,37332243,IndexIQ Factors Sustainable Sovereign Euro Bond UCITS ETF,Solactive Candriam Factors Sustainable Sovereign Euro Bond,2017-06-27,2433,6.6657534246575345,Long-only,Luxembourg,EUR,False,False,Distributing,0.2,Sampling,177,True,199,-1.76,-0.31,-0.26,2.65,4.34,4.86,-14.25,-8.79,7.04,-17.22,-2.9,3.26,0.13,0.14,5.85,5.8,4.92,0.83,-0.86,-0.37,-21.0,-3.63,-20.54,-21.0,,,,
JE00BP2PWW32,A3GTR6,WCO2,,WisdomTree Carbon,Solactive Carbon Emission Allowances Rolling Futures,2021-08-18,920,2.5205479452054793,Long-only,Jersey,EUR,False,False,Accumulating,0.35,Swap based,201,False,,-34.31,-8.11,-16.57,-34.11,-42.27,-47.33,,,-6.65,-0.87,,,,,31.16,,,-1.52,,,-49.55,-48.73,,,,,,
IE0004LIBFM2,A3C5RY,CBI0,115813273,Global X China Biotech UCITS ETF USD Accumulating,Solactive China Biotech,2022-01-18,767,2.1013698630136988,Long-only,Ireland,USD,False,False,Accumulating,0.68,Full replication,0,False,,-14.2,0.87,-2.19,-21.84,-7.95,-31.27,,,-18.4,,,,,,26.98,,,-1.16,,,-50.8,-41.07,,,,,,
IE000TMA7T63,A3C5RZ,CCLN,115813271,Global X China Clean Energy UCITS ETF USD Accumulating,Solactive China Clean Energy,2022-01-18,767,2.1013698630136988,Long-only,Ireland,USD,False,False,Accumulating,0.68,Full replication,0,False,,-3.46,2.09,-0.74,-6.45,-12.19,-39.89,,,-35.08,,,,,,21.46,,,-1.86,,,-58.06,-45.55,,,,,,
IE000HU1UG00,A3C5S1,CCLD,115809014,Global X China Cloud Computing UCITS ETF USD Accumulating,Solactive China Cloud Computing,2022-01-18,767,2.1013698630136988,Long-only,Ireland,USD,False,False,Accumulating,0.68,Full replication,0,False,,-9.11,4.04,4.56,-16.33,-17.76,-27.69,,,-9.06,,,,,,27.44,,,-1.01,,,-45.97,-45.97,,,,,,
IE00094FRAA6,A3C5S0,CAUT,115773950,Global X China Electric Vehicle and Battery UCITS ETF USD Accumulating,Solactive China Electric Vehicle and Battery,2022-01-18,767,2.1013698630136988,Long-only,Ireland,USD,False,False,Accumulating,0.68,Full replication,0,False,,-9.21,0.98,-0.36,-13.93,-21.22,-42.18,,,-34.81,,,,,,24.33,,,-1.73,,,-67.11,-48.74,,,,,,
LU2265794276,A2QJ9G,UIC2,58797599,UBS ETF (LU) Solactive China Technology UCITS ETF (USD) A-acc,Solactive China Technology,2021-03-05,1086,2.9753424657534246,Long-only,Luxembourg,USD,False,True,Accumulating,0.47,Full replication,15,False,97,-7.04,0.9,4.42,-15.92,-13.98,-23.12,,,-13.6,-27.68,,,,,26.44,,,-0.87,,,-64.21,-32.11,,,,,,
LU2265794946,A2QJ9P,UIC1,58669658,UBS ETF (LU) Solactive China Technology UCITS ETF (hedged to EUR) A-acc,Solactive China Technology (EUR Hedged),2021-03-05,1086,2.9753424657534246,Long-only,Luxembourg,EUR,True,True,Accumulating,0.5,Full replication,7,False,97,-9.3,1.04,4.28,-16.84,-15.03,-22.92,,,-12.24,-34.4,,,,,27.8,,,-0.82,,,-69.85,-32.44,,,,,,
IE00BK5BCH80,A2QFEN,RENW,57526802,L&G Clean Energy UCITS ETF,Solactive Clean Energy,2020-11-05,1206,3.304109589041096,Long-only,Ireland,USD,False,False,Accumulating,0.49,Full replication,190,True,38,-8.23,-3.01,-2.14,1.64,-7.74,-21.76,-23.68,,-11.73,-3.85,1.45,,,,18.69,20.85,,-1.16,-0.41,,-37.17,-29.5,-35.48,,,,,
IE00BK5BC891,A2PM52,XMLC,48767286,L&G Clean Water UCITS ETF,Solactive Clean Water,2019-06-24,1706,4.673972602739726,Long-only,Ireland,USD,False,False,Accumulating,0.49,Full replication,372,True,53,2.83,0.32,4.9,9.76,10.85,10.93,32.91,,17.01,-13.23,36.84,9.29,,,13.86,16.18,,0.79,0.61,,-35.42,-10.87,-20.29,,,,,
IE00BDDRF924,A2JR0H,5XYE,44096882,HANetf HAN-GINS Cloud Technology Equal Weight UCITS ETF,Solactive Cloud Technology Equal Weight,2018-10-05,1968,5.391780821917808,Long-only,Ireland,USD,False,False,Accumulating,0.59,Full replication,15,True,75,2.02,-1.48,-0.56,10.28,13.22,23.63,2.51,55.49,36.44,-34.11,19.14,18.25,,,20.11,24.61,25.99,1.18,0.03,0.35,-38.91,-12.16,-38.91,-38.91,,,,
